"Motu","TransectStart","TransectEnd","avg_breeding_density_ha_transect","std_breeding_density_ha_transect","avg_breeding_biomass_kgha_transect","std_breeding_biomass_kgha_transect","Latitude_Start","Longitude_Start","Latitude_End","Longitude_End"
"Hiraanae","0538","0539",960,113.137084989848,936,110.308657865101,-16.9900529365987,-149.55424589105,-16.9907789770514,-149.553680950776
"Hiraanae","0539","0511",240,169.705627484771,234,165.462986797652,-16.9907789770514,-149.553680950776,-16.9908339623362,-149.552686940879
"Honuea","0728","0729",0,NA,0,NA,-17.0075420290232,-149.585249880329,-17.007546974346,-149.58619594574
"Honuea","0740","0741",0,NA,0,NA,-17.0075660012662,-149.588568946347,-17.0083059556782,-149.588029906154
"Honuea","0741","0742",40,NA,7.56,NA,-17.0083059556782,-149.588029906154,-17.009158981964,-149.587743915617
"Honuea","0742","0743",0,NA,0,NA,-17.009158981964,-149.587743915617,-17.0100209768862,-149.587468905374
"Honuea","0746","0747",0,NA,0,NA,-17.0114749856293,-149.58554492332,-17.0114279631525,-149.58459190093
"Honuea","0748","0749",0,0,0,0,-17.011386975646,-149.583653882146,-17.0117370039225,-149.582794904709
"Honuea","0754","0755",0,NA,0,NA,-17.0080209709704,-149.582549901679,-17.0075189787894,-149.583318941295
"Honuea","0755","0727",0,NA,0,NA,-17.0075189787894,-149.583318941295,-17.0071869716048,-149.5843728818
"Onetahi","1445","1446",40,NA,7.56,NA,-17.013712,-149.585937,-17.013461,-149.586852
"Onetahi","1447","1448",40,NA,7.56,NA,-17.013402,-149.587788,-17.013597,-149.588699
"Onetahi","1448","1286",0,NA,0,NA,-17.013597,-149.588699,-17.013874,-149.589747
"Oroatera","0883","0884",160,0,156,0,-16.9910241477191,-149.552405979484,-16.9908774644136,-149.551474750042
"Oroatera","0884","0885",200,0,195,0,-16.9908774644136,-149.551474750042,-16.9906329642981,-149.550582580268
"Oroatera","0885","0886",240,56.5685424949238,234,55.1543289325507,-16.9906329642981,-149.550582580268,-16.9905680883676,-149.549639280885
"Oroatera","0886","0887",220,254.558441227157,214.5,248.194480196478,-16.9905680883676,-149.549639280885,-16.9907219801098,-149.548706291243
"Oroatera","0887","0888",380,254.558441227157,370.5,248.194480196478,-16.9907219801098,-149.548706291243,-16.9906788971275,-149.547763159499
"Oroatera","0888","0889",360,169.705627484771,351,165.462986797652,-16.9906788971275,-149.547763159499,-16.990759363398,-149.546832768247
"Oroatera","0889","0890",160,56.5685424949238,156,55.1543289325507,-16.990759363398,-149.546832768247,-16.9908151868731,-149.545903382823
"Oroatera","0890","0891",1080,565.685424949238,1053,551.543289325507,-16.9908151868731,-149.545903382823,-16.991023896262,-149.544981289655
"Oroatera","0891","0892",600,339.411254969543,567.84,306.658068864982,-16.991023896262,-149.544981289655,-16.9913506228477,-149.544112924486
"Oroatera","0892","0893",820,28.2842712474619,782.34,3.30925973595301,-16.9913506228477,-149.544112924486,-16.9918096996844,-149.543309183791
"Oroatera","0893","0894",400,169.705627484771,390,165.462986797652,-16.9918096996844,-149.543309183791,-16.9923790823668,-149.542580796406
"Oroatera","0894","0937",140,84.8528137423857,136.5,82.7314933988261,-16.9923790823668,-149.542580796406,-16.9930739421397,-149.541993895546
"Oroatera","0903","0904",0,NA,0,NA,-16.9980369508266,-149.542167903855,-16.9980539660901,-149.541224939749
"Oroatera","0904","0905",0,NA,0,NA,-16.9980539660901,-149.541224939749,-16.9980349391699,-149.540286920965
"Oroatera","0905","0906",40,0,21.84,24.2679047303223,-16.9980349391699,-149.540286920965,-16.9982709735632,-149.539367929101
"Oroatera","0909","0910",40,NA,39,NA,-16.99708695,-149.5371169,-16.99624398,-149.5367779
"Oroatera","0910","0911",60,28.2842712474619,58.5,27.5771644662754,-16.9962439779192,-149.536777921021,-16.9954059552401,-149.536440884694
"Oroatera","0911","0912",80,0,78,0,-16.9954059552401,-149.536440884694,-16.9945219997317,-149.536261931062
"Oroatera","0915","0916",80,56.5685424949238,101.28,66.1286261765659,-16.9920049980283,-149.537162901834,-16.9913189392537,-149.537779893726
"Oroatera","0916","0917",140,28.2842712474619,144.26,16.6028672222601,-16.9913189392537,-149.537779893726,-16.9908980000764,-149.538616910577
"Oroatera","0917","0918",100,28.2842712474619,97.5,27.5771644662753,-16.9908980000764,-149.538616910577,-16.9905059784651,-149.539456944913
"Oroatera","0918","0919",280,56.5685424949238,273,55.1543289325507,-16.9905059784651,-149.539456944913,-16.9901829399168,-149.540342912078
"Oroatera","0919","0920",420,84.8528137423857,409.5,82.731493398826,-16.9901829399168,-149.540342912078,-16.989815980196,-149.541198955849
"Oroatera","0920","0921",520,0,530.28,10.9742972440152,-16.989815980196,-149.541198955849,-16.9894279818982,-149.542033961043
"Oroatera","0921","0922",460,197.989898732233,471.78,182.065854019912,-16.9894279818982,-149.542033961043,-16.9889849983156,-149.542859913781
"Oroatera","0922","0923",600,452.54833995939,623.8,452.208928704421,-16.9889849983156,-149.542859913781,-16.9886729400605,-149.543740935624
"Oroatera","0923","0924",500,28.2842712474619,526.3,38.5514617102906,-16.9886729400605,-149.543740935624,-16.9884369894862,-149.544644923881
"Oroatera","0924","0925",1640,56.5685424949238,1606.76,44.1800316885357,-16.9884369894862,-149.544644923881,-16.9882259331644,-149.545561904088
"Oroatera","0925","0926",740,197.989898732233,737.02,171.091556775897,-16.9882259331644,-149.545561904088,-16.9879969395697,-149.546470921487
"Oroatera","0926","0927",1020,593.9696961967,1048.4416,612.57848393583,-16.9879969395697,-149.546470921487,-16.9878319837153,-149.547393936664
"Oroatera","0927","0928",1020,367.695526217005,1025.54,336.554543573549,-16.9878319837153,-149.547393936664,-16.9876060076058,-149.548302954063
"Oroatera","0928","0929",740,254.558441227157,752.54,226.245885708448,-16.9876060076058,-149.548302954063,-16.9874679576606,-149.549220940098
"Oroatera","0929","0930",1640,678.822509939086,1614.52,661.851947190608,-16.9874679576606,-149.549220940098,-16.9873939454556,-149.550163904205
"Oroatera","0930","0931",1380,141.42135623731,1384.3,104.962930599331,-16.9873939454556,-149.550163904205,-16.9870709907264,-149.551049955189
"Oroatera","0931","0932",2080,452.54833995939,2041.56,460.411367366185,-16.9870709907264,-149.551049955189,-16.9876340031624,-149.551765937358
"Oroatera","0932","0934",1980,650.538238691624,1930.5,634.274782724333,-16.9876340031624,-149.551765937358,-16.9885179586709,-149.551941957325
"Oroatera","0934","0935",840,509.116882454314,819,496.388960392956,-16.9885179586709,-149.551941957325,-16.9894059374928,-149.552103895694
"Oroatera","0935","0936",380,367.695526217005,370.5,358.50313806158,-16.9894059374928,-149.552103895694,-16.9903019629419,-149.552200958133
"Oroatera","0936","0883",100,28.2842712474619,97.5,27.5771644662753,-16.9903019629419,-149.552200958133,-16.9910241477191,-149.552405979484
"Oroatera","0937","0938",40,NA,4.68,NA,-16.9930739421397,-149.541993895546,-16.9938999786973,-149.541607908905
"Oroatera","0938","0939",40,0,39,0,-16.9938999786973,-149.541607908905,-16.9947849400342,-149.541450915858
"Oroatera","0942","0943",0,NA,0,NA,-16.9952609483153,-149.542760923505,-16.9960249587893,-149.543246906251
"Reiono","0837","0838",660,84.8528137423857,627.78,60.500056198321,-17.0426189526916,-149.545781929046,-17.0434090308845,-149.546226924285
"Reiono","0838","0839",80,NA,15.12,NA,-17.04340903,-149.5462269,-17.04402502,-149.5469189
"Reiono","0839","1137",780,197.989898732233,760.5,193.040151263927,-17.0440250169486,-149.546918934211,-17.0447460282594,-149.547491921112
"Reiono","1137","1138",380,141.42135623731,370.5,137.885822331377,-17.0447460282594,-149.547491921112,-17.0456399582326,-149.547618906945
"Reiono","1138","1139",60,28.2842712474619,58.5,27.5771644662754,-17.0456399582326,-149.547618906945,-17.0465349778533,-149.547528885305
"Reiono","1139","1140",180,28.2842712474619,158.34,3.30925973595305,-17.0465349778533,-149.547528885305,-17.0474109705538,-149.547717897221
"Reiono","1140","1141",620,424.264068711929,518.34,291.808826460064,-17.0474109705538,-149.547717897221,-17.0482950098813,-149.547881931067
"Reiono","1141","1142",660,84.8528137423857,626.34,58.4635886685037,-17.0482950098813,-149.547881931067,-17.0491129998118,-149.547495944425
"Reiono","1142","1143",440,0,429,0,-17.0491129998118,-149.547495944425,-17.0496050175279,-149.546653898433
"Reiono","1145","1146",140,28.2842712474619,136.5,27.5771644662754,-17.0491460245103,-149.544845921919,-17.0485120173544,-149.544175956398
"Reiono","1146","1147",40,0,39,0,-17.0485120173544,-149.544175956398,-17.0476259663701,-149.544054921716
"Reiono","1147","1148",500,367.695526217005,487.5,358.50313806158,-17.0476259663701,-149.544054921716,-17.0467339642346,-149.544111918658
"Reiono","1148","1149",80,56.5685424949238,43.68,6.61851947190608,-17.0467339642346,-149.544111918658,-17.0458380226046,-149.544120887294
"Reiono","1149","1150",160,NA,156,NA,-17.0458380226046,-149.544120887294,-17.0449890196323,-149.544432945549
"Reiono","1150","1151",320,56.5685424949238,312,55.1543289325507,-17.0449890196323,-149.544432945549,-17.0441889669746,-149.544855896384
"Reiono","1151","1152",500,254.558441227157,487.5,248.194480196478,-17.0441889669746,-149.544855896384,-17.0433539617807,-149.545215899125
"Reiono","1152","0837",200,56.5685424949238,195,55.1543289325507,-17.0433539617807,-149.545215899125,-17.0426189526916,-149.545781929046
"Rimatuu","0606","0607",40,NA,7.56,NA,-17.0278805494308,-149.552276143804,-17.0270475558937,-149.552635978907
"Rimatuu","0607","0608",80,NA,15.12,NA,-17.0270475558937,-149.552635978907,-17.0263180788606,-149.553171331063
"Rimatuu","0613","0614",40,NA,7.56,NA,-17.02394592,-149.5558882,-17.02382304,-149.5568013
"Rimatuu","0616","0617",40,NA,7.56,NA,-17.02296373,-149.558426,-17.02242762,-149.5591852
"Rimatuu","0620","0621",40,NA,7.56,NA,-17.02002889,-149.5603914,-17.01917494,-149.5606724
"Rimatuu","0621","0622",40,NA,7.56,NA,-17.01917494,-149.5606724,-17.01831856,-149.560964
"Rimatuu","0624","0630",40,0,7.56,0,-17.0169215463102,-149.561252491549,-17.0173302479088,-149.562088418752
"Rimatuu","0631","0632",40,NA,7.56,NA,-17.01768237,-149.5629493,-17.01856423,-149.563119
"Rimatuu","0633","0634",80,NA,15.12,NA,-17.0194367878139,-149.562904480845,-17.0202207472175,-149.562443224713
"Rimatuu","0634","0635",120,NA,22.68,NA,-17.0202207472175,-149.562443224713,-17.0210510585457,-149.562082970515
"Rimatuu","0636","0637",40,NA,7.56,NA,-17.0218047592789,-149.561561951414,-17.0226222462952,-149.56117361784
"Rimatuu","0637","0638",80,NA,15.12,NA,-17.0226222462952,-149.56117361784,-17.0234375540167,-149.560791570693
"Rimatuu","0644","0645",60,28.2842712474619,8.46,1.27279220613579,-17.0242873951793,-149.560464927927,-17.0251621305943,-149.560240292922
"Rimatuu","0646","0647",160,NA,30.24,NA,-17.0260577369481,-149.560184553266,-17.0269234199077,-149.560385551304
"Rimatuu","0647","0648",40,NA,7.56,NA,-17.0269234199077,-149.560385551304,-17.027799077332,-149.560558386147
"Rimatuu","0686","0687",80,NA,15.12,NA,-17.0286930073053,-149.560486888513,-17.0295899547637,-149.56050792709
"Rimatuu","0687","0688",80,NA,15.12,NA,-17.0295899547637,-149.56050792709,-17.0304849743843,-149.560550926253
"Rimatuu","0688","0689",40,NA,7.56,NA,-17.0304849743843,-149.560550926253,-17.0313909742981,-149.560530893505
"Rimatuu","0689","0690",40,NA,7.56,NA,-17.0313909742981,-149.560530893505,-17.0322880055755,-149.560467945412
"Rimatuu","0690","0691",200,NA,34.92,NA,-17.0322880055755,-149.560467945412,-17.033127034083,-149.560118922964
"Rimatuu","0691","0692",120,NA,16.92,NA,-17.033127034083,-149.560118922964,-17.033673953265,-149.559363881126
"Rimatuu","0692","0693",200,NA,29.16,NA,-17.033673953265,-149.559363881126,-17.0337599515915,-149.558429885656
"Rimatuu","0693","0694",280,NA,41.4,NA,-17.0337599515915,-149.558429885656,-17.0335390046239,-149.557517934591
"Rimatuu","0694","0695",40,NA,4.68,NA,-17.0335390046239,-149.557517934591,-17.0331970229745,-149.556656945497
"Rimatuu","0695","0696",40,NA,7.56,NA,-17.0331970229745,-149.556656945497,-17.0327340066433,-149.555853959173
"Rimatuu","0696","0697",40,NA,7.56,NA,-17.0327340066433,-149.555853959173,-17.0319860056043,-149.55534090288
"Rimatuu","0697","0698",40,NA,4.68,NA,-17.0319860056043,-149.55534090288,-17.0311609748751,-149.554959945381
"Rimatuu","0698","0699",40,NA,4.68,NA,-17.0311609748751,-149.554959945381,-17.0303920190781,-149.554466921836
"Rimatuu","0699","0700",40,NA,7.56,NA,-17.0303920190781,-149.554466921836,-17.0296610333025,-149.55392293632
"Rimatuu","0700","0701",280,NA,52.92,NA,-17.0296610333025,-149.55392293632,-17.0289929956198,-149.553298903629
"Rimatuu","0701","0702",200,NA,37.8,NA,-17.0289929956198,-149.553298903629,-17.0284589845687,-149.552558949217
"Rimatuu","0702","0606",40,NA,7.56,NA,-17.0284589845687,-149.552558949217,-17.0278805494308,-149.552276143804
"Tahuna Iti","0717","0718",1040,565.685424949238,196.56,106.914545315406,-17.028197972104,-149.551916895434,-17.0289810094982,-149.551458908245
"Tahuna Iti","0718","0719",2980,876.812408671319,563.22,165.717545238879,-17.0289810094982,-149.551458908245,-17.0293840114027,-149.550612922758
"Tahuna Iti","0719","0720",1640,1301.07647738325,498.6,290.366328626444,-17.0293840114027,-149.550612922758,-17.0297779608518,-149.549756878987
"Tahuna Iti","0720","0721",1400,1527.35064736294,374.64,444.289332755132,-17.0297779608518,-149.549756878987,-17.0299910288304,-149.548847945407
"Tahuna Iti","0721","0760",8460,141.42135623731,1873.94,15.4714963723616,-17.0299910288304,-149.548847945407,-17.0299920346588,-149.547897940502
"Tahuna Iti","0756","0757",1180,593.9696961967,226.44,117.096882964492,-17.028287993744,-149.550921879709,-17.0287009701133,-149.550067931414
"Tahuna Iti","0757","0758",580,367.695526217005,156.78,136.188766056529,-17.0287009701133,-149.550067931414,-17.0292199775577,-149.549308950081
"Tahuna Iti","0758","0759",80,0,46.56,44.4628744010101,-17.0292199775577,-149.549308950081,-17.0296329539269,-149.548801928759
"Tahuna Iti","0760","0761",6800,678.822509939086,1300.92,106.066017177982,-17.0299920346588,-149.547897940502,-17.0296600274742,-149.547010883689
"Tahuna Iti","0761","0762",4480,2715.29003975634,846.72,513.189817513949,-17.0296600274742,-149.547010883689,-17.0295079797506,-149.546779878438
"Tahuna Iti","0762","0763",1900,367.695526217005,1119.62,51.5056579416281,-17.0295079797506,-149.546779878438,-17.0285060070455,-149.547131918371
"Tahuna Iti","0763","0764",3460,763.675323681471,811.42,213.06541530713,-17.0285060070455,-149.547131918371,-17.0281449984759,-149.548006905243
"Tahuna Iti","0764","0765",5360,5091.16882454314,1086.8,807.685649742522,-17.0281449984759,-149.548006905243,-17.0281129796058,-149.548498922959
"Tahuna Iti","0765","0766",3520,NA,645.72,NA,-17.02811298,-149.5484989,-17.02832999,-149.5494509
"Tahuna Iti","0765","0767",5880,NA,1736.16,NA,-17.0281129796058,-149.548498922959,-17.0281009934843,-149.549526879564
"Tahuna Iti","0767","0768",2120,339.411254969543,528.96,259.819315679185,-17.0281009934843,-149.549526879564,-17.0281559787691,-149.550470933318
"Tahuna Iti","0768","0756",4760,4129.50360212944,899.64,780.476180802464,-17.0281559787691,-149.550470933318,-17.028287993744,-149.550921879709
"Tahuna Iti","1182","0717",520,226.274169979695,114,20.5343809256573,-17.0286640059203,-149.551069904119,-17.028197972104,-149.551916895434
"Tahuna Iti","1183","1182",720,NA,167.52,NA,-17.02926298,-149.5503629,-17.02866401,-149.5510699
"Tahuna Rahi","1129","1127",5480,NA,1444.44,NA,-17.0413169916719,-149.545561904088,-17.0404209662229,-149.545702887699
"Tauini","0590","0591",60,28.2842712474619,58.5,27.5771644662754,-16.988380998373,-149.564864924178,-16.9875449873507,-149.564497880638
"Tauini","0591","0592",520,169.705627484771,507,165.462986797652,-16.9875449873507,-149.564497880638,-16.9866449385881,-149.564460916445
"Tauini","0592","0595",880,169.705627484771,858,165.462986797652,-16.9866449385881,-149.564460916445,-16.9857589714229,-149.564653951675
"Tauini","0595","0596",2140,707.106781186548,2086.5,689.429111656883,-16.9857589714229,-149.564653951675,-16.984887002036,-149.564861906692
"Tauini","0596","0598",2340,28.2842712474619,2166.78,110.393510678844,-16.984887002036,-149.564861906692,-16.9841529987752,-149.565274883062
"Tauini","0598","0599",2160,961.665222413705,2121.18,920.907587546112,-16.9841529987752,-149.565274883062,-16.9840309582651,-149.566206950694
"Tauini","0599","0600",400,56.5685424949238,390,55.1543289325507,-16.9840309582651,-149.566206950694,-16.9841229915619,-149.566504927352
"Tauini","0600","0601",1780,367.695526217005,1735.5,358.50313806158,-16.9841229915619,-149.566504927352,-16.9849909376353,-149.566289931536
"Tauini","0601","0602",1180,254.558441227157,1150.5,248.194480196478,-16.9849909376353,-149.566289931536,-16.9858469814062,-149.565997906029
"Tauini","0602","0603",820,197.989898732233,799.5,193.040151263927,-16.9858469814062,-149.565997906029,-16.9867359660566,-149.565875949338
"Tauini","0603","0604",1280,56.5685424949238,1248,55.1543289325505,-16.9867359660566,-149.565875949338,-16.9876309856772,-149.565862957388
"Tauini","0604","0605",980,707.106781186548,955.5,689.429111656884,-16.9876309856772,-149.565862957388,-16.9886139314622,-149.565877960995
"Tauini","0605","0590",540,28.2842712474619,526.5,27.5771644662754,-16.9886139314622,-149.565877960995,-16.988380998373,-149.564864924178
"Tiaraunu","1032","1033",80,0,85.76,10.9742972440152,-16.9846759457141,-149.576790947467,-16.9850829709321,-149.577612960711
"Tiaraunu","1033","1034",160,113.137084989848,156,110.308657865101,-16.9850829709321,-149.577612960711,-16.9855139683932,-149.578437907621
"Tiaraunu","1034","1035",40,0,39,0,-16.9855139683932,-149.578437907621,-16.9859059900045,-149.579268889502
"Tiaraunu","1048","1049",0,NA,0,NA,-16.9904240034521,-149.583750944585,-16.9911889359355,-149.584229886532
"Tiaraunu","1050","1051",0,NA,0,NA,-16.9919549580663,-149.584714947268,-16.9928019493818,-149.585011918098
"Tiaraunu","1052","1053",0,NA,0,NA,-16.9936509523541,-149.58533889614,-16.9945039786398,-149.585638884455
"Tiaraunu","1053","1069",0,NA,0,NA,-16.9945039786398,-149.585638884455,-17.0035280194134,-149.583228919655
"Tiaraunu","1057","1058",0,NA,0,NA,-16.9979769363999,-149.585706945509,-16.9988709501922,-149.58560988307
"Tiaraunu","1058","1059",0,NA,0,NA,-16.9988709501922,-149.58560988307,-16.9997440092266,-149.585380889475
"Tiaraunu","1060","1061",0,NA,0,NA,-17.0006259530783,-149.585191961378,-17.0014990121126,-149.584947880358
"Tiaraunu","1061","1062",0,NA,0,NA,-17.0014990121126,-149.584947880358,-17.0022819656879,-149.58448888734
"Tiaraunu","1062","1063",0,NA,0,NA,-17.0022819656879,-149.58448888734,-17.0030700322241,-149.584023943171
"Tiaraunu","1069","1070",0,NA,0,NA,-17.0035280194134,-149.583228919655,-17.0032899733633,-149.582317890599
"Tiaraunu","1070","1071",0,NA,0,NA,-17.0032899733633,-149.582317890599,-17.0030520111322,-149.581428905949
"Tiaraunu","1081","1082",0,NA,0,NA,-16.9995539914817,-149.58063589409,-16.9986699521542,-149.580443948507
"Tiaraunu","1084","1085",0,NA,0,NA,-16.9969670008868,-149.579856880009,-16.996171977371,-149.579413896427
"Tiaraunu","1091","1001",0,NA,0,NA,-16.9912829808891,-149.577035950497,-16.99059298262,-149.576619956642
"Tiaraunu","1093","1094",40,NA,39,NA,-16.9877279642969,-149.573136940598,-16.9878339953721,-149.572200933471
"Tiaraunu","1095","1096",40,NA,39,NA,-16.9876089412719,-149.571300884709,-16.9875630084425,-149.570369906723
"Tiaraunu","1096","1097",40,0,39,0,-16.9875630084425,-149.570369906723,-16.9876829534769,-149.569448903203
"Tiaraunu","1097","1098",0,NA,0,NA,-16.9876829534769,-149.569448903203,-16.9881979376078,-149.568687910214
"Tiaraunu","1098","1100",80,NA,78,NA,-16.9881979376078,-149.568687910214,-16.9886199664325,-149.567846953869
"Tiaraunu","1101","1102",520,169.705627484771,538.04,165.462986797652,-16.9892759341747,-149.567205905914,-16.9888809788972,-149.566369894892
"Tiaraunu","1102","1103",320,56.5685424949238,312,55.1543289325507,-16.9888809788972,-149.566369894892,-16.9879829417914,-149.566309880465
"Tiaraunu","1103","1104",60,28.2842712474619,58.5,27.5771644662754,-16.9879829417914,-149.566309880465,-16.9870909396559,-149.566202927381
"Tiaraunu","1109","1110",360,282.842712474619,374.28,264.797347418738,-16.9853159878403,-149.566433932632,-16.9847109820694,-149.567007925361
"Tiaraunu","1110","1114",780,28.2842712474619,760.5,27.5771644662754,-16.9847109820694,-149.567007925361,-16.9843489676714,-149.56670592539
"Tiaraunu","1114","1116",2140,28.2842712474619,2120.4,37.1655324191649,-16.9843489676714,-149.56670592539,-16.9842179585248,-149.567647883669
"Tiaraunu","1116","1117",840,56.5685424949238,856.82,42.7941023974098,-16.9842179585248,-149.567647883669,-16.9841779768467,-149.568581879139
"Tiaraunu","1117","1118",320,113.137084989848,343.04,110.308657865101,-16.9841779768467,-149.568581879139,-16.9841009471565,-149.569519897923
"Tiaraunu","1118","1119",420,84.8528137423857,456.06,60.7828989107956,-16.9841009471565,-149.569519897923,-16.9840849377215,-149.57046194002
"Tiaraunu","1119","1120",340,141.42135623731,378.06,115.937227843346,-16.9840849377215,-149.57046194002,-16.9840989354998,-149.571397947147
"Tiaraunu","1120","1121",400,169.705627484771,428.8,198.385878529698,-16.9840989354998,-149.571397947147,-16.9841400068253,-149.572331942618
"Tiaraunu","1121","1122",520,113.137084989848,545.8,77.3857661330557,-16.9841400068253,-149.572331942618,-16.9842239934951,-149.573256885633
"Tiaraunu","1122","1123",480,282.842712474619,506.8,264.797347418738,-16.9842239934951,-149.573256885633,-16.9843719340861,-149.574193898588
