"Motu","Transect","Transect_Start","Transect_End","avg_breeding_density_ha_transect","std_breeding_density_ha_transect","avg_breeding_biomass_kgha_transect","std_breeding_biomass_kgha_transect","Latitude","Longitude","Start_or_End"
"Hiraanae","0525to0527","0525","0527",420,141.42135623731,409.5,137.885822331377,-16.9852269720286,-149.558419911191,"End"
"Hiraanae","0527to0528","0527","0528",1120,113.137084989848,1092,110.308657865101,-16.9852269720286,-149.558419911191,"Start"
"Hiraanae","0527to0528","0527","0528",1120,113.137084989848,1092,110.308657865101,-16.985819991678,-149.559137905017,"End"
"Hiraanae","0528to0529","0528","0529",1600,395.979797464467,1560,386.080302527855,-16.985819991678,-149.559137905017,"Start"
"Hiraanae","0528to0529","0528","0529",1600,395.979797464467,1560,386.080302527855,-16.9865789730102,-149.559612907469,"End"
"Hiraanae","0529to0530","0529","0530",1420,28.2842712474617,1384.5,27.5771644662754,-16.9865789730102,-149.559612907469,"Start"
"Hiraanae","0529to0530","0529","0530",1420,28.2842712474617,1384.5,27.5771644662754,-16.9873890001327,-149.56003091298,"End"
"Hiraanae","0530to0531","0530","0531",440,0,429,0,-16.9873890001327,-149.56003091298,"Start"
"Hiraanae","0530to0531","0530","0531",440,0,429,0,-16.9882139470428,-149.560420922935,"End"
"Hiraanae","0531to0532","0531","0532",1813.33333333333,877.572409168231,1768,855.633098939025,-16.9882139470428,-149.560420922935,"Start"
"Hiraanae","0531to0532","0531","0532",1813.33333333333,877.572409168231,1768,855.633098939025,-16.9891099724919,-149.560358896852,"End"
"Hiraanae","0532to0532corner","0532","0532corner",800,NA,780,NA,-16.98910997,-149.5603589,"Start"
"Hiraanae","0532to0532corner","0532","0532corner",800,NA,780,NA,-16.98935799,-149.5596539,"End"
"Hiraanae","0532cornerto0533","0532corner","0533",640,NA,624,NA,-16.98935799,-149.5596539,"Start"
"Hiraanae","0532cornerto0533","0532corner","0533",640,NA,624,NA,-16.98903395,-149.5587269,"End"
"Hiraanae","0533to0534","0533","0534",160,56.5685424949238,156,55.1543289325507,-16.9890339486301,-149.558726940304,"Start"
"Hiraanae","0533to0534","0533","0534",160,56.5685424949238,156,55.1543289325507,-16.9887189567089,-149.557854887098,"End"
"Hiraanae","0534to0535","0534","0535",260,28.2842712474619,253.5,27.5771644662754,-16.9887189567089,-149.557854887098,"Start"
"Hiraanae","0534to0535","0534","0535",260,28.2842712474619,253.5,27.5771644662754,-16.9887779653072,-149.556911922991,"End"
"Hiraanae","0535to0536","0535","0536",300,28.2842712474619,292.5,27.5771644662754,-16.9887779653072,-149.556911922991,"Start"
"Hiraanae","0535to0536","0535","0536",300,28.2842712474619,292.5,27.5771644662754,-16.9891859963536,-149.556078929454,"End"
"Hiraanae","0536to0537","0536","0537",140,28.2842712474619,136.5,27.5771644662754,-16.9891859963536,-149.556078929454,"Start"
"Hiraanae","0536to0537","0536","0537",140,28.2842712474619,136.5,27.5771644662754,-16.9895559735596,-149.555040914565,"End"
"Hiraanae","0538to0539","0538","0539",960,113.137084989848,936,110.308657865101,-16.9900529365987,-149.55424589105,"Start"
"Hiraanae","0538to0539","0538","0539",960,113.137084989848,936,110.308657865101,-16.9907789770514,-149.553680950776,"End"
"Hiraanae","0539to0511","0539","0511",240,169.705627484771,234,165.462986797652,-16.9907789770514,-149.553680950776,"Start"
"Hiraanae","0539to0511","0539","0511",240,169.705627484771,234,165.462986797652,-16.9908339623362,-149.552686940879,"End"
"Honuea","0728to0729","0728","0729",0,NA,0,NA,-17.0075420290232,-149.585249880329,"Start"
"Honuea","0728to0729","0728","0729",0,NA,0,NA,-17.007546974346,-149.58619594574,"End"
"Honuea","0740to0741","0740","0741",0,NA,0,NA,-17.0075660012662,-149.588568946347,"Start"
"Honuea","0740to0741","0740","0741",0,NA,0,NA,-17.0083059556782,-149.588029906154,"End"
"Honuea","0741to0742","0741","0742",40,NA,7.56,NA,-17.0083059556782,-149.588029906154,"Start"
"Honuea","0741to0742","0741","0742",40,NA,7.56,NA,-17.009158981964,-149.587743915617,"End"
"Honuea","0742to0743","0742","0743",0,NA,0,NA,-17.009158981964,-149.587743915617,"Start"
"Honuea","0742to0743","0742","0743",0,NA,0,NA,-17.0100209768862,-149.587468905374,"End"
"Honuea","0746to0747","0746","0747",0,NA,0,NA,-17.0114749856293,-149.58554492332,"Start"
"Honuea","0746to0747","0746","0747",0,NA,0,NA,-17.0114279631525,-149.58459190093,"End"
"Honuea","0748to0749","0748","0749",0,0,0,0,-17.011386975646,-149.583653882146,"Start"
"Honuea","0748to0749","0748","0749",0,0,0,0,-17.0117370039225,-149.582794904709,"End"
"Honuea","0754to0755","0754","0755",0,NA,0,NA,-17.0080209709704,-149.582549901679,"Start"
"Honuea","0754to0755","0754","0755",0,NA,0,NA,-17.0075189787894,-149.583318941295,"End"
"Honuea","0755to0727","0755","0727",0,NA,0,NA,-17.0075189787894,-149.583318941295,"Start"
"Honuea","0755to0727","0755","0727",0,NA,0,NA,-17.0071869716048,-149.5843728818,"End"
"Onetahi","1445to1446","1445","1446",40,NA,7.56,NA,-17.013712,-149.585937,"Start"
"Onetahi","1445to1446","1445","1446",40,NA,7.56,NA,-17.013461,-149.586852,"End"
"Onetahi","1447to1448","1447","1448",40,NA,7.56,NA,-17.013402,-149.587788,"Start"
"Onetahi","1447to1448","1447","1448",40,NA,7.56,NA,-17.013597,-149.588699,"End"
"Onetahi","1448to1286","1448","1286",0,NA,0,NA,-17.013597,-149.588699,"Start"
"Onetahi","1448to1286","1448","1286",0,NA,0,NA,-17.013874,-149.589747,"End"
"Oroatera","0883to0884","0883","0884",160,0,156,0,-16.9910241477191,-149.552405979484,"Start"
"Oroatera","0883to0884","0883","0884",160,0,156,0,-16.9908774644136,-149.551474750042,"End"
"Oroatera","0884to0885","0884","0885",200,0,195,0,-16.9908774644136,-149.551474750042,"Start"
"Oroatera","0884to0885","0884","0885",200,0,195,0,-16.9906329642981,-149.550582580268,"End"
"Oroatera","0885to0886","0885","0886",240,56.5685424949238,234,55.1543289325507,-16.9906329642981,-149.550582580268,"Start"
"Oroatera","0885to0886","0885","0886",240,56.5685424949238,234,55.1543289325507,-16.9905680883676,-149.549639280885,"End"
"Oroatera","0886to0887","0886","0887",220,254.558441227157,214.5,248.194480196478,-16.9905680883676,-149.549639280885,"Start"
"Oroatera","0886to0887","0886","0887",220,254.558441227157,214.5,248.194480196478,-16.9907219801098,-149.548706291243,"End"
"Oroatera","0887to0888","0887","0888",380,254.558441227157,370.5,248.194480196478,-16.9907219801098,-149.548706291243,"Start"
"Oroatera","0887to0888","0887","0888",380,254.558441227157,370.5,248.194480196478,-16.9906788971275,-149.547763159499,"End"
"Oroatera","0888to0889","0888","0889",360,169.705627484771,351,165.462986797652,-16.9906788971275,-149.547763159499,"Start"
"Oroatera","0888to0889","0888","0889",360,169.705627484771,351,165.462986797652,-16.990759363398,-149.546832768247,"End"
"Oroatera","0889to0890","0889","0890",160,56.5685424949238,156,55.1543289325507,-16.990759363398,-149.546832768247,"Start"
"Oroatera","0889to0890","0889","0890",160,56.5685424949238,156,55.1543289325507,-16.9908151868731,-149.545903382823,"End"
"Oroatera","0890to0891","0890","0891",1080,565.685424949238,1053,551.543289325507,-16.9908151868731,-149.545903382823,"Start"
"Oroatera","0890to0891","0890","0891",1080,565.685424949238,1053,551.543289325507,-16.991023896262,-149.544981289655,"End"
"Oroatera","0891to0892","0891","0892",600,339.411254969543,567.84,306.658068864982,-16.991023896262,-149.544981289655,"Start"
"Oroatera","0891to0892","0891","0892",600,339.411254969543,567.84,306.658068864982,-16.9913506228477,-149.544112924486,"End"
"Oroatera","0892to0893","0892","0893",820,28.2842712474619,782.34,3.30925973595301,-16.9913506228477,-149.544112924486,"Start"
"Oroatera","0892to0893","0892","0893",820,28.2842712474619,782.34,3.30925973595301,-16.9918096996844,-149.543309183791,"End"
"Oroatera","0893to0894","0893","0894",400,169.705627484771,390,165.462986797652,-16.9918096996844,-149.543309183791,"Start"
"Oroatera","0893to0894","0893","0894",400,169.705627484771,390,165.462986797652,-16.9923790823668,-149.542580796406,"End"
"Oroatera","0894to0937","0894","0937",140,84.8528137423857,136.5,82.7314933988261,-16.9923790823668,-149.542580796406,"Start"
"Oroatera","0894to0937","0894","0937",140,84.8528137423857,136.5,82.7314933988261,-16.9930739421397,-149.541993895546,"End"
"Oroatera","0903to0904","0903","0904",0,NA,0,NA,-16.9980369508266,-149.542167903855,"Start"
"Oroatera","0903to0904","0903","0904",0,NA,0,NA,-16.9980539660901,-149.541224939749,"End"
"Oroatera","0904to0905","0904","0905",0,NA,0,NA,-16.9980539660901,-149.541224939749,"Start"
"Oroatera","0904to0905","0904","0905",0,NA,0,NA,-16.9980349391699,-149.540286920965,"End"
"Oroatera","0905to0906","0905","0906",40,0,21.84,24.2679047303223,-16.9980349391699,-149.540286920965,"Start"
"Oroatera","0905to0906","0905","0906",40,0,21.84,24.2679047303223,-16.9982709735632,-149.539367929101,"End"
"Oroatera","0909to0910","0909","0910",40,NA,39,NA,-16.99708695,-149.5371169,"Start"
"Oroatera","0909to0910","0909","0910",40,NA,39,NA,-16.99624398,-149.5367779,"End"
"Oroatera","0910to0911","0910","0911",60,28.2842712474619,58.5,27.5771644662754,-16.9962439779192,-149.536777921021,"Start"
"Oroatera","0910to0911","0910","0911",60,28.2842712474619,58.5,27.5771644662754,-16.9954059552401,-149.536440884694,"End"
"Oroatera","0911to0912","0911","0912",80,0,78,0,-16.9954059552401,-149.536440884694,"Start"
"Oroatera","0911to0912","0911","0912",80,0,78,0,-16.9945219997317,-149.536261931062,"End"
"Oroatera","0915to0916","0915","0916",80,56.5685424949238,101.28,66.1286261765659,-16.9920049980283,-149.537162901834,"Start"
"Oroatera","0915to0916","0915","0916",80,56.5685424949238,101.28,66.1286261765659,-16.9913189392537,-149.537779893726,"End"
"Oroatera","0916to0917","0916","0917",140,28.2842712474619,144.26,16.6028672222601,-16.9913189392537,-149.537779893726,"Start"
"Oroatera","0916to0917","0916","0917",140,28.2842712474619,144.26,16.6028672222601,-16.9908980000764,-149.538616910577,"End"
"Oroatera","0917to0918","0917","0918",100,28.2842712474619,97.5,27.5771644662753,-16.9908980000764,-149.538616910577,"Start"
"Oroatera","0917to0918","0917","0918",100,28.2842712474619,97.5,27.5771644662753,-16.9905059784651,-149.539456944913,"End"
"Oroatera","0918to0919","0918","0919",280,56.5685424949238,273,55.1543289325507,-16.9905059784651,-149.539456944913,"Start"
"Oroatera","0918to0919","0918","0919",280,56.5685424949238,273,55.1543289325507,-16.9901829399168,-149.540342912078,"End"
"Oroatera","0919to0920","0919","0920",420,84.8528137423857,409.5,82.731493398826,-16.9901829399168,-149.540342912078,"Start"
"Oroatera","0919to0920","0919","0920",420,84.8528137423857,409.5,82.731493398826,-16.989815980196,-149.541198955849,"End"
"Oroatera","0920to0921","0920","0921",520,0,530.28,10.9742972440152,-16.989815980196,-149.541198955849,"Start"
"Oroatera","0920to0921","0920","0921",520,0,530.28,10.9742972440152,-16.9894279818982,-149.542033961043,"End"
"Oroatera","0921to0922","0921","0922",460,197.989898732233,471.78,182.065854019912,-16.9894279818982,-149.542033961043,"Start"
"Oroatera","0921to0922","0921","0922",460,197.989898732233,471.78,182.065854019912,-16.9889849983156,-149.542859913781,"End"
"Oroatera","0922to0923","0922","0923",600,452.54833995939,623.8,452.208928704421,-16.9889849983156,-149.542859913781,"Start"
"Oroatera","0922to0923","0922","0923",600,452.54833995939,623.8,452.208928704421,-16.9886729400605,-149.543740935624,"End"
"Oroatera","0923to0924","0923","0924",500,28.2842712474619,526.3,38.5514617102906,-16.9886729400605,-149.543740935624,"Start"
"Oroatera","0923to0924","0923","0924",500,28.2842712474619,526.3,38.5514617102906,-16.9884369894862,-149.544644923881,"End"
"Oroatera","0924to0925","0924","0925",1640,56.5685424949238,1606.76,44.1800316885357,-16.9884369894862,-149.544644923881,"Start"
"Oroatera","0924to0925","0924","0925",1640,56.5685424949238,1606.76,44.1800316885357,-16.9882259331644,-149.545561904088,"End"
"Oroatera","0925to0926","0925","0926",740,197.989898732233,737.02,171.091556775897,-16.9882259331644,-149.545561904088,"Start"
"Oroatera","0925to0926","0925","0926",740,197.989898732233,737.02,171.091556775897,-16.9879969395697,-149.546470921487,"End"
"Oroatera","0926to0927","0926","0927",1020,593.9696961967,1048.4416,612.57848393583,-16.9879969395697,-149.546470921487,"Start"
"Oroatera","0926to0927","0926","0927",1020,593.9696961967,1048.4416,612.57848393583,-16.9878319837153,-149.547393936664,"End"
"Oroatera","0927to0928","0927","0928",1020,367.695526217005,1025.54,336.554543573549,-16.9878319837153,-149.547393936664,"Start"
"Oroatera","0927to0928","0927","0928",1020,367.695526217005,1025.54,336.554543573549,-16.9876060076058,-149.548302954063,"End"
"Oroatera","0928to0929","0928","0929",740,254.558441227157,752.54,226.245885708448,-16.9876060076058,-149.548302954063,"Start"
"Oroatera","0928to0929","0928","0929",740,254.558441227157,752.54,226.245885708448,-16.9874679576606,-149.549220940098,"End"
"Oroatera","0929to0930","0929","0930",1640,678.822509939086,1614.52,661.851947190608,-16.9874679576606,-149.549220940098,"Start"
"Oroatera","0929to0930","0929","0930",1640,678.822509939086,1614.52,661.851947190608,-16.9873939454556,-149.550163904205,"End"
"Oroatera","0930to0931","0930","0931",1380,141.42135623731,1384.3,104.962930599331,-16.9873939454556,-149.550163904205,"Start"
"Oroatera","0930to0931","0930","0931",1380,141.42135623731,1384.3,104.962930599331,-16.9870709907264,-149.551049955189,"End"
"Oroatera","0931to0932","0931","0932",2080,452.54833995939,2041.56,460.411367366185,-16.9870709907264,-149.551049955189,"Start"
"Oroatera","0931to0932","0931","0932",2080,452.54833995939,2041.56,460.411367366185,-16.9876340031624,-149.551765937358,"End"
"Oroatera","0932to0934","0932","0934",1980,650.538238691624,1930.5,634.274782724333,-16.9876340031624,-149.551765937358,"Start"
"Oroatera","0932to0934","0932","0934",1980,650.538238691624,1930.5,634.274782724333,-16.9885179586709,-149.551941957325,"End"
"Oroatera","0934to0935","0934","0935",840,509.116882454314,819,496.388960392956,-16.9885179586709,-149.551941957325,"Start"
"Oroatera","0934to0935","0934","0935",840,509.116882454314,819,496.388960392956,-16.9894059374928,-149.552103895694,"End"
"Oroatera","0935to0936","0935","0936",380,367.695526217005,370.5,358.50313806158,-16.9894059374928,-149.552103895694,"Start"
"Oroatera","0935to0936","0935","0936",380,367.695526217005,370.5,358.50313806158,-16.9903019629419,-149.552200958133,"End"
"Oroatera","0936to0883","0936","0883",100,28.2842712474619,97.5,27.5771644662753,-16.9903019629419,-149.552200958133,"Start"
"Oroatera","0936to0883","0936","0883",100,28.2842712474619,97.5,27.5771644662753,-16.9910241477191,-149.552405979484,"End"
"Oroatera","0937to0938","0937","0938",40,NA,4.68,NA,-16.9930739421397,-149.541993895546,"Start"
"Oroatera","0937to0938","0937","0938",40,NA,4.68,NA,-16.9938999786973,-149.541607908905,"End"
"Oroatera","0938to0939","0938","0939",40,0,39,0,-16.9938999786973,-149.541607908905,"Start"
"Oroatera","0938to0939","0938","0939",40,0,39,0,-16.9947849400342,-149.541450915858,"End"
"Oroatera","0942to0943","0942","0943",0,NA,0,NA,-16.9952609483153,-149.542760923505,"Start"
"Oroatera","0942to0943","0942","0943",0,NA,0,NA,-16.9960249587893,-149.543246906251,"End"
"Reiono","0837to0838","0837","0838",660,84.8528137423857,627.78,60.500056198321,-17.0426189526916,-149.545781929046,"Start"
"Reiono","0837to0838","0837","0838",660,84.8528137423857,627.78,60.500056198321,-17.0434090308845,-149.546226924285,"End"
"Reiono","0838to0839","0838","0839",80,NA,15.12,NA,-17.04340903,-149.5462269,"Start"
"Reiono","0838to0839","0838","0839",80,NA,15.12,NA,-17.04402502,-149.5469189,"End"
"Reiono","0839to1137","0839","1137",780,197.989898732233,760.5,193.040151263927,-17.0440250169486,-149.546918934211,"Start"
"Reiono","0839to1137","0839","1137",780,197.989898732233,760.5,193.040151263927,-17.0447460282594,-149.547491921112,"End"
"Reiono","1137to1138","1137","1138",380,141.42135623731,370.5,137.885822331377,-17.0447460282594,-149.547491921112,"Start"
"Reiono","1137to1138","1137","1138",380,141.42135623731,370.5,137.885822331377,-17.0456399582326,-149.547618906945,"End"
"Reiono","1138to1139","1138","1139",60,28.2842712474619,58.5,27.5771644662754,-17.0456399582326,-149.547618906945,"Start"
"Reiono","1138to1139","1138","1139",60,28.2842712474619,58.5,27.5771644662754,-17.0465349778533,-149.547528885305,"End"
"Reiono","1139to1140","1139","1140",180,28.2842712474619,158.34,3.30925973595305,-17.0465349778533,-149.547528885305,"Start"
"Reiono","1139to1140","1139","1140",180,28.2842712474619,158.34,3.30925973595305,-17.0474109705538,-149.547717897221,"End"
"Reiono","1140to1141","1140","1141",620,424.264068711929,518.34,291.808826460064,-17.0474109705538,-149.547717897221,"Start"
"Reiono","1140to1141","1140","1141",620,424.264068711929,518.34,291.808826460064,-17.0482950098813,-149.547881931067,"End"
"Reiono","1141to1142","1141","1142",660,84.8528137423857,626.34,58.4635886685037,-17.0482950098813,-149.547881931067,"Start"
"Reiono","1141to1142","1141","1142",660,84.8528137423857,626.34,58.4635886685037,-17.0491129998118,-149.547495944425,"End"
"Reiono","1142to1143","1142","1143",440,0,429,0,-17.0491129998118,-149.547495944425,"Start"
"Reiono","1142to1143","1142","1143",440,0,429,0,-17.0496050175279,-149.546653898433,"End"
"Reiono","1145to1146","1145","1146",140,28.2842712474619,136.5,27.5771644662754,-17.0491460245103,-149.544845921919,"Start"
"Reiono","1145to1146","1145","1146",140,28.2842712474619,136.5,27.5771644662754,-17.0485120173544,-149.544175956398,"End"
"Reiono","1146to1147","1146","1147",40,0,39,0,-17.0485120173544,-149.544175956398,"Start"
"Reiono","1146to1147","1146","1147",40,0,39,0,-17.0476259663701,-149.544054921716,"End"
"Reiono","1147to1148","1147","1148",500,367.695526217005,487.5,358.50313806158,-17.0476259663701,-149.544054921716,"Start"
"Reiono","1147to1148","1147","1148",500,367.695526217005,487.5,358.50313806158,-17.0467339642346,-149.544111918658,"End"
"Reiono","1148to1149","1148","1149",80,56.5685424949238,43.68,6.61851947190608,-17.0467339642346,-149.544111918658,"Start"
"Reiono","1148to1149","1148","1149",80,56.5685424949238,43.68,6.61851947190608,-17.0458380226046,-149.544120887294,"End"
"Reiono","1149to1150","1149","1150",160,NA,156,NA,-17.0458380226046,-149.544120887294,"Start"
"Reiono","1149to1150","1149","1150",160,NA,156,NA,-17.0449890196323,-149.544432945549,"End"
"Reiono","1150to1151","1150","1151",320,56.5685424949238,312,55.1543289325507,-17.0449890196323,-149.544432945549,"Start"
"Reiono","1150to1151","1150","1151",320,56.5685424949238,312,55.1543289325507,-17.0441889669746,-149.544855896384,"End"
"Reiono","1151to1152","1151","1152",500,254.558441227157,487.5,248.194480196478,-17.0441889669746,-149.544855896384,"Start"
"Reiono","1151to1152","1151","1152",500,254.558441227157,487.5,248.194480196478,-17.0433539617807,-149.545215899125,"End"
"Reiono","1152to0837","1152","0837",200,56.5685424949238,195,55.1543289325507,-17.0433539617807,-149.545215899125,"Start"
"Reiono","1152to0837","1152","0837",200,56.5685424949238,195,55.1543289325507,-17.0426189526916,-149.545781929046,"End"
"Rimatuu","0606to0607","0606","0607",40,NA,7.56,NA,-17.0278805494308,-149.552276143804,"Start"
"Rimatuu","0606to0607","0606","0607",40,NA,7.56,NA,-17.0270475558937,-149.552635978907,"End"
"Rimatuu","0607to0608","0607","0608",80,NA,15.12,NA,-17.0270475558937,-149.552635978907,"Start"
"Rimatuu","0607to0608","0607","0608",80,NA,15.12,NA,-17.0263180788606,-149.553171331063,"End"
"Rimatuu","0613to0614","0613","0614",40,NA,7.56,NA,-17.02394592,-149.5558882,"Start"
"Rimatuu","0613to0614","0613","0614",40,NA,7.56,NA,-17.02382304,-149.5568013,"End"
"Rimatuu","0616to0617","0616","0617",40,NA,7.56,NA,-17.02296373,-149.558426,"Start"
"Rimatuu","0616to0617","0616","0617",40,NA,7.56,NA,-17.02242762,-149.5591852,"End"
"Rimatuu","0620to0621","0620","0621",40,NA,7.56,NA,-17.02002889,-149.5603914,"Start"
"Rimatuu","0620to0621","0620","0621",40,NA,7.56,NA,-17.01917494,-149.5606724,"End"
