"Motu","Transect","Transect_Start","Transect_End","avg_breeding_density_ha_transect","std_breeding_density_ha_transect","avg_breeding_biomass_kgha_transect","std_breeding_biomass_kgha_transect","Latitude","Longitude","Start_or_End"
"Rimatuu","0621to0622","0621","0622",40,NA,7.56,NA,-17.01917494,-149.5606724,"Start"
"Rimatuu","0621to0622","0621","0622",40,NA,7.56,NA,-17.01831856,-149.560964,"End"
"Rimatuu","0624to0630","0624","0630",40,0,7.56,0,-17.0169215463102,-149.561252491549,"Start"
"Rimatuu","0624to0630","0624","0630",40,0,7.56,0,-17.0173302479088,-149.562088418752,"End"
"Rimatuu","0631to0632","0631","0632",40,NA,7.56,NA,-17.01768237,-149.5629493,"Start"
"Rimatuu","0631to0632","0631","0632",40,NA,7.56,NA,-17.01856423,-149.563119,"End"
"Rimatuu","0633to0634","0633","0634",80,NA,15.12,NA,-17.0194367878139,-149.562904480845,"Start"
"Rimatuu","0633to0634","0633","0634",80,NA,15.12,NA,-17.0202207472175,-149.562443224713,"End"
"Rimatuu","0634to0635","0634","0635",120,NA,22.68,NA,-17.0202207472175,-149.562443224713,"Start"
"Rimatuu","0634to0635","0634","0635",120,NA,22.68,NA,-17.0210510585457,-149.562082970515,"End"
"Rimatuu","0636to0637","0636","0637",40,NA,7.56,NA,-17.0218047592789,-149.561561951414,"Start"
"Rimatuu","0636to0637","0636","0637",40,NA,7.56,NA,-17.0226222462952,-149.56117361784,"End"
"Rimatuu","0637to0638","0637","0638",80,NA,15.12,NA,-17.0226222462952,-149.56117361784,"Start"
"Rimatuu","0637to0638","0637","0638",80,NA,15.12,NA,-17.0234375540167,-149.560791570693,"End"
"Rimatuu","0644to0645","0644","0645",60,28.2842712474619,8.46,1.27279220613579,-17.0242873951793,-149.560464927927,"Start"
"Rimatuu","0644to0645","0644","0645",60,28.2842712474619,8.46,1.27279220613579,-17.0251621305943,-149.560240292922,"End"
"Rimatuu","0646to0647","0646","0647",160,NA,30.24,NA,-17.0260577369481,-149.560184553266,"Start"
"Rimatuu","0646to0647","0646","0647",160,NA,30.24,NA,-17.0269234199077,-149.560385551304,"End"
"Rimatuu","0647to0648","0647","0648",40,NA,7.56,NA,-17.0269234199077,-149.560385551304,"Start"
"Rimatuu","0647to0648","0647","0648",40,NA,7.56,NA,-17.027799077332,-149.560558386147,"End"
"Rimatuu","0686to0687","0686","0687",80,NA,15.12,NA,-17.0286930073053,-149.560486888513,"Start"
"Rimatuu","0686to0687","0686","0687",80,NA,15.12,NA,-17.0295899547637,-149.56050792709,"End"
"Rimatuu","0687to0688","0687","0688",80,NA,15.12,NA,-17.0295899547637,-149.56050792709,"Start"
"Rimatuu","0687to0688","0687","0688",80,NA,15.12,NA,-17.0304849743843,-149.560550926253,"End"
"Rimatuu","0688to0689","0688","0689",40,NA,7.56,NA,-17.0304849743843,-149.560550926253,"Start"
"Rimatuu","0688to0689","0688","0689",40,NA,7.56,NA,-17.0313909742981,-149.560530893505,"End"
"Rimatuu","0689to0690","0689","0690",40,NA,7.56,NA,-17.0313909742981,-149.560530893505,"Start"
"Rimatuu","0689to0690","0689","0690",40,NA,7.56,NA,-17.0322880055755,-149.560467945412,"End"
"Rimatuu","0690to0691","0690","0691",200,NA,34.92,NA,-17.0322880055755,-149.560467945412,"Start"
"Rimatuu","0690to0691","0690","0691",200,NA,34.92,NA,-17.033127034083,-149.560118922964,"End"
"Rimatuu","0691to0692","0691","0692",120,NA,16.92,NA,-17.033127034083,-149.560118922964,"Start"
"Rimatuu","0691to0692","0691","0692",120,NA,16.92,NA,-17.033673953265,-149.559363881126,"End"
"Rimatuu","0692to0693","0692","0693",200,NA,29.16,NA,-17.033673953265,-149.559363881126,"Start"
"Rimatuu","0692to0693","0692","0693",200,NA,29.16,NA,-17.0337599515915,-149.558429885656,"End"
"Rimatuu","0693to0694","0693","0694",280,NA,41.4,NA,-17.0337599515915,-149.558429885656,"Start"
"Rimatuu","0693to0694","0693","0694",280,NA,41.4,NA,-17.0335390046239,-149.557517934591,"End"
"Rimatuu","0694to0695","0694","0695",40,NA,4.68,NA,-17.0335390046239,-149.557517934591,"Start"
"Rimatuu","0694to0695","0694","0695",40,NA,4.68,NA,-17.0331970229745,-149.556656945497,"End"
"Rimatuu","0695to0696","0695","0696",40,NA,7.56,NA,-17.0331970229745,-149.556656945497,"Start"
"Rimatuu","0695to0696","0695","0696",40,NA,7.56,NA,-17.0327340066433,-149.555853959173,"End"
"Rimatuu","0696to0697","0696","0697",40,NA,7.56,NA,-17.0327340066433,-149.555853959173,"Start"
"Rimatuu","0696to0697","0696","0697",40,NA,7.56,NA,-17.0319860056043,-149.55534090288,"End"
"Rimatuu","0697to0698","0697","0698",40,NA,4.68,NA,-17.0319860056043,-149.55534090288,"Start"
"Rimatuu","0697to0698","0697","0698",40,NA,4.68,NA,-17.0311609748751,-149.554959945381,"End"
"Rimatuu","0698to0699","0698","0699",40,NA,4.68,NA,-17.0311609748751,-149.554959945381,"Start"
"Rimatuu","0698to0699","0698","0699",40,NA,4.68,NA,-17.0303920190781,-149.554466921836,"End"
"Rimatuu","0699to0700","0699","0700",40,NA,7.56,NA,-17.0303920190781,-149.554466921836,"Start"
"Rimatuu","0699to0700","0699","0700",40,NA,7.56,NA,-17.0296610333025,-149.55392293632,"End"
"Rimatuu","0700to0701","0700","0701",280,NA,52.92,NA,-17.0296610333025,-149.55392293632,"Start"
"Rimatuu","0700to0701","0700","0701",280,NA,52.92,NA,-17.0289929956198,-149.553298903629,"End"
"Rimatuu","0701to0702","0701","0702",200,NA,37.8,NA,-17.0289929956198,-149.553298903629,"Start"
"Rimatuu","0701to0702","0701","0702",200,NA,37.8,NA,-17.0284589845687,-149.552558949217,"End"
"Rimatuu","0702to0606","0702","0606",40,NA,7.56,NA,-17.0284589845687,-149.552558949217,"Start"
"Rimatuu","0702to0606","0702","0606",40,NA,7.56,NA,-17.0278805494308,-149.552276143804,"End"
"Tahuna Iti","0717to0718","0717","0718",1040,565.685424949238,196.56,106.914545315406,-17.028197972104,-149.551916895434,"Start"
"Tahuna Iti","0717to0718","0717","0718",1040,565.685424949238,196.56,106.914545315406,-17.0289810094982,-149.551458908245,"End"
"Tahuna Iti","0718to0719","0718","0719",2980,876.812408671319,563.22,165.717545238879,-17.0289810094982,-149.551458908245,"Start"
"Tahuna Iti","0718to0719","0718","0719",2980,876.812408671319,563.22,165.717545238879,-17.0293840114027,-149.550612922758,"End"
"Tahuna Iti","0719to0720","0719","0720",1640,1301.07647738325,498.6,290.366328626444,-17.0293840114027,-149.550612922758,"Start"
"Tahuna Iti","0719to0720","0719","0720",1640,1301.07647738325,498.6,290.366328626444,-17.0297779608518,-149.549756878987,"End"
"Tahuna Iti","0720to0721","0720","0721",1400,1527.35064736294,374.64,444.289332755132,-17.0297779608518,-149.549756878987,"Start"
"Tahuna Iti","0720to0721","0720","0721",1400,1527.35064736294,374.64,444.289332755132,-17.0299910288304,-149.548847945407,"End"
"Tahuna Iti","0721to0760","0721","0760",8460,141.42135623731,1873.94,15.4714963723616,-17.0299910288304,-149.548847945407,"Start"
"Tahuna Iti","0721to0760","0721","0760",8460,141.42135623731,1873.94,15.4714963723616,-17.0299920346588,-149.547897940502,"End"
"Tahuna Iti","0756to0757","0756","0757",1180,593.9696961967,226.44,117.096882964492,-17.028287993744,-149.550921879709,"Start"
"Tahuna Iti","0756to0757","0756","0757",1180,593.9696961967,226.44,117.096882964492,-17.0287009701133,-149.550067931414,"End"
"Tahuna Iti","0757to0758","0757","0758",580,367.695526217005,156.78,136.188766056529,-17.0287009701133,-149.550067931414,"Start"
"Tahuna Iti","0757to0758","0757","0758",580,367.695526217005,156.78,136.188766056529,-17.0292199775577,-149.549308950081,"End"
"Tahuna Iti","0758to0759","0758","0759",80,0,46.56,44.4628744010101,-17.0292199775577,-149.549308950081,"Start"
"Tahuna Iti","0758to0759","0758","0759",80,0,46.56,44.4628744010101,-17.0296329539269,-149.548801928759,"End"
"Tahuna Iti","0760to0761","0760","0761",6800,678.822509939086,1300.92,106.066017177982,-17.0299920346588,-149.547897940502,"Start"
"Tahuna Iti","0760to0761","0760","0761",6800,678.822509939086,1300.92,106.066017177982,-17.0296600274742,-149.547010883689,"End"
"Tahuna Iti","0761to0762","0761","0762",4480,2715.29003975634,846.72,513.189817513949,-17.0296600274742,-149.547010883689,"Start"
"Tahuna Iti","0761to0762","0761","0762",4480,2715.29003975634,846.72,513.189817513949,-17.0295079797506,-149.546779878438,"End"
"Tahuna Iti","0762to0763","0762","0763",1900,367.695526217005,1119.62,51.5056579416281,-17.0295079797506,-149.546779878438,"Start"
"Tahuna Iti","0762to0763","0762","0763",1900,367.695526217005,1119.62,51.5056579416281,-17.0285060070455,-149.547131918371,"End"
"Tahuna Iti","0763to0764","0763","0764",3460,763.675323681471,811.42,213.06541530713,-17.0285060070455,-149.547131918371,"Start"
"Tahuna Iti","0763to0764","0763","0764",3460,763.675323681471,811.42,213.06541530713,-17.0281449984759,-149.548006905243,"End"
"Tahuna Iti","0764to0765","0764","0765",5360,5091.16882454314,1086.8,807.685649742522,-17.0281449984759,-149.548006905243,"Start"
"Tahuna Iti","0764to0765","0764","0765",5360,5091.16882454314,1086.8,807.685649742522,-17.0281129796058,-149.548498922959,"End"
"Tahuna Iti","0765to0766","0765","0766",3520,NA,645.72,NA,-17.02811298,-149.5484989,"Start"
"Tahuna Iti","0765to0766","0765","0766",3520,NA,645.72,NA,-17.02832999,-149.5494509,"End"
"Tahuna Iti","0765to0767","0765","0767",5880,NA,1736.16,NA,-17.0281129796058,-149.548498922959,"Start"
"Tahuna Iti","0765to0767","0765","0767",5880,NA,1736.16,NA,-17.0281009934843,-149.549526879564,"End"
"Tahuna Iti","0767to0768","0767","0768",2120,339.411254969543,528.96,259.819315679185,-17.0281009934843,-149.549526879564,"Start"
"Tahuna Iti","0767to0768","0767","0768",2120,339.411254969543,528.96,259.819315679185,-17.0281559787691,-149.550470933318,"End"
"Tahuna Iti","0768to0756","0768","0756",4760,4129.50360212944,899.64,780.476180802464,-17.0281559787691,-149.550470933318,"Start"
"Tahuna Iti","0768to0756","0768","0756",4760,4129.50360212944,899.64,780.476180802464,-17.028287993744,-149.550921879709,"End"
"Tahuna Iti","1182to0717","1182","0717",520,226.274169979695,114,20.5343809256573,-17.0286640059203,-149.551069904119,"Start"
"Tahuna Iti","1182to0717","1182","0717",520,226.274169979695,114,20.5343809256573,-17.028197972104,-149.551916895434,"End"
"Tahuna Iti","1183to1182","1183","1182",720,NA,167.52,NA,-17.02926298,-149.5503629,"Start"
"Tahuna Iti","1183to1182","1183","1182",720,NA,167.52,NA,-17.02866401,-149.5510699,"End"
"Tahuna Rahi","1129to1127","1129","1127",5480,NA,1444.44,NA,-17.0413169916719,-149.545561904088,"Start"
"Tahuna Rahi","1129to1127","1129","1127",5480,NA,1444.44,NA,-17.0404209662229,-149.545702887699,"End"
"Tauini","0590to0591","0590","0591",60,28.2842712474619,58.5,27.5771644662754,-16.988380998373,-149.564864924178,"Start"
"Tauini","0590to0591","0590","0591",60,28.2842712474619,58.5,27.5771644662754,-16.9875449873507,-149.564497880638,"End"
"Tauini","0591to0592","0591","0592",520,169.705627484771,507,165.462986797652,-16.9875449873507,-149.564497880638,"Start"
"Tauini","0591to0592","0591","0592",520,169.705627484771,507,165.462986797652,-16.9866449385881,-149.564460916445,"End"
"Tauini","0592to0595","0592","0595",880,169.705627484771,858,165.462986797652,-16.9866449385881,-149.564460916445,"Start"
"Tauini","0592to0595","0592","0595",880,169.705627484771,858,165.462986797652,-16.9857589714229,-149.564653951675,"End"
"Tauini","0595to0596","0595","0596",2140,707.106781186548,2086.5,689.429111656883,-16.9857589714229,-149.564653951675,"Start"
"Tauini","0595to0596","0595","0596",2140,707.106781186548,2086.5,689.429111656883,-16.984887002036,-149.564861906692,"End"
"Tauini","0596to0598","0596","0598",2340,28.2842712474619,2166.78,110.393510678844,-16.984887002036,-149.564861906692,"Start"
"Tauini","0596to0598","0596","0598",2340,28.2842712474619,2166.78,110.393510678844,-16.9841529987752,-149.565274883062,"End"
"Tauini","0598to0599","0598","0599",2160,961.665222413705,2121.18,920.907587546112,-16.9841529987752,-149.565274883062,"Start"
"Tauini","0598to0599","0598","0599",2160,961.665222413705,2121.18,920.907587546112,-16.9840309582651,-149.566206950694,"End"
"Tauini","0599to0600","0599","0600",400,56.5685424949238,390,55.1543289325507,-16.9840309582651,-149.566206950694,"Start"
"Tauini","0599to0600","0599","0600",400,56.5685424949238,390,55.1543289325507,-16.9841229915619,-149.566504927352,"End"
"Tauini","0600to0601","0600","0601",1780,367.695526217005,1735.5,358.50313806158,-16.9841229915619,-149.566504927352,"Start"
"Tauini","0600to0601","0600","0601",1780,367.695526217005,1735.5,358.50313806158,-16.9849909376353,-149.566289931536,"End"
"Tauini","0601to0602","0601","0602",1180,254.558441227157,1150.5,248.194480196478,-16.9849909376353,-149.566289931536,"Start"
"Tauini","0601to0602","0601","0602",1180,254.558441227157,1150.5,248.194480196478,-16.9858469814062,-149.565997906029,"End"
"Tauini","0602to0603","0602","0603",820,197.989898732233,799.5,193.040151263927,-16.9858469814062,-149.565997906029,"Start"
"Tauini","0602to0603","0602","0603",820,197.989898732233,799.5,193.040151263927,-16.9867359660566,-149.565875949338,"End"
"Tauini","0603to0604","0603","0604",1280,56.5685424949238,1248,55.1543289325505,-16.9867359660566,-149.565875949338,"Start"
"Tauini","0603to0604","0603","0604",1280,56.5685424949238,1248,55.1543289325505,-16.9876309856772,-149.565862957388,"End"
"Tauini","0604to0605","0604","0605",980,707.106781186548,955.5,689.429111656884,-16.9876309856772,-149.565862957388,"Start"
"Tauini","0604to0605","0604","0605",980,707.106781186548,955.5,689.429111656884,-16.9886139314622,-149.565877960995,"End"
"Tauini","0605to0590","0605","0590",540,28.2842712474619,526.5,27.5771644662754,-16.9886139314622,-149.565877960995,"Start"
"Tauini","0605to0590","0605","0590",540,28.2842712474619,526.5,27.5771644662754,-16.988380998373,-149.564864924178,"End"
"Tiaraunu","1032to1033","1032","1033",80,0,85.76,10.9742972440152,-16.9846759457141,-149.576790947467,"Start"
"Tiaraunu","1032to1033","1032","1033",80,0,85.76,10.9742972440152,-16.9850829709321,-149.577612960711,"End"
"Tiaraunu","1033to1034","1033","1034",160,113.137084989848,156,110.308657865101,-16.9850829709321,-149.577612960711,"Start"
"Tiaraunu","1033to1034","1033","1034",160,113.137084989848,156,110.308657865101,-16.9855139683932,-149.578437907621,"End"
"Tiaraunu","1034to1035","1034","1035",40,0,39,0,-16.9855139683932,-149.578437907621,"Start"
"Tiaraunu","1034to1035","1034","1035",40,0,39,0,-16.9859059900045,-149.579268889502,"End"
"Tiaraunu","1048to1049","1048","1049",0,NA,0,NA,-16.9904240034521,-149.583750944585,"Start"
"Tiaraunu","1048to1049","1048","1049",0,NA,0,NA,-16.9911889359355,-149.584229886532,"End"
"Tiaraunu","1050to1051","1050","1051",0,NA,0,NA,-16.9919549580663,-149.584714947268,"Start"
"Tiaraunu","1050to1051","1050","1051",0,NA,0,NA,-16.9928019493818,-149.585011918098,"End"
"Tiaraunu","1052to1053","1052","1053",0,NA,0,NA,-16.9936509523541,-149.58533889614,"Start"
"Tiaraunu","1052to1053","1052","1053",0,NA,0,NA,-16.9945039786398,-149.585638884455,"End"
"Tiaraunu","1053to1069","1053","1069",0,NA,0,NA,-16.9945039786398,-149.585638884455,"Start"
"Tiaraunu","1053to1069","1053","1069",0,NA,0,NA,-17.0035280194134,-149.583228919655,"End"
"Tiaraunu","1057to1058","1057","1058",0,NA,0,NA,-16.9979769363999,-149.585706945509,"Start"
"Tiaraunu","1057to1058","1057","1058",0,NA,0,NA,-16.9988709501922,-149.58560988307,"End"
"Tiaraunu","1058to1059","1058","1059",0,NA,0,NA,-16.9988709501922,-149.58560988307,"Start"
"Tiaraunu","1058to1059","1058","1059",0,NA,0,NA,-16.9997440092266,-149.585380889475,"End"
"Tiaraunu","1060to1061","1060","1061",0,NA,0,NA,-17.0006259530783,-149.585191961378,"Start"
"Tiaraunu","1060to1061","1060","1061",0,NA,0,NA,-17.0014990121126,-149.584947880358,"End"
"Tiaraunu","1061to1062","1061","1062",0,NA,0,NA,-17.0014990121126,-149.584947880358,"Start"
"Tiaraunu","1061to1062","1061","1062",0,NA,0,NA,-17.0022819656879,-149.58448888734,"End"
"Tiaraunu","1062to1063","1062","1063",0,NA,0,NA,-17.0022819656879,-149.58448888734,"Start"
"Tiaraunu","1062to1063","1062","1063",0,NA,0,NA,-17.0030700322241,-149.584023943171,"End"
"Tiaraunu","1069to1070","1069","1070",0,NA,0,NA,-17.0035280194134,-149.583228919655,"Start"
"Tiaraunu","1069to1070","1069","1070",0,NA,0,NA,-17.0032899733633,-149.582317890599,"End"
"Tiaraunu","1070to1071","1070","1071",0,NA,0,NA,-17.0032899733633,-149.582317890599,"Start"
"Tiaraunu","1070to1071","1070","1071",0,NA,0,NA,-17.0030520111322,-149.581428905949,"End"
"Tiaraunu","1081to1082","1081","1082",0,NA,0,NA,-16.9995539914817,-149.58063589409,"Start"
"Tiaraunu","1081to1082","1081","1082",0,NA,0,NA,-16.9986699521542,-149.580443948507,"End"
"Tiaraunu","1084to1085","1084","1085",0,NA,0,NA,-16.9969670008868,-149.579856880009,"Start"
"Tiaraunu","1084to1085","1084","1085",0,NA,0,NA,-16.996171977371,-149.579413896427,"End"
"Tiaraunu","1091to1001","1091","1001",0,NA,0,NA,-16.9912829808891,-149.577035950497,"Start"
"Tiaraunu","1091to1001","1091","1001",0,NA,0,NA,-16.99059298262,-149.576619956642,"End"
"Tiaraunu","1093to1094","1093","1094",40,NA,39,NA,-16.9877279642969,-149.573136940598,"Start"
"Tiaraunu","1093to1094","1093","1094",40,NA,39,NA,-16.9878339953721,-149.572200933471,"End"
"Tiaraunu","1095to1096","1095","1096",40,NA,39,NA,-16.9876089412719,-149.571300884709,"Start"
"Tiaraunu","1095to1096","1095","1096",40,NA,39,NA,-16.9875630084425,-149.570369906723,"End"
"Tiaraunu","1096to1097","1096","1097",40,0,39,0,-16.9875630084425,-149.570369906723,"Start"
"Tiaraunu","1096to1097","1096","1097",40,0,39,0,-16.9876829534769,-149.569448903203,"End"
"Tiaraunu","1097to1098","1097","1098",0,NA,0,NA,-16.9876829534769,-149.569448903203,"Start"
"Tiaraunu","1097to1098","1097","1098",0,NA,0,NA,-16.9881979376078,-149.568687910214,"End"
"Tiaraunu","1098to1100","1098","1100",80,NA,78,NA,-16.9881979376078,-149.568687910214,"Start"
"Tiaraunu","1098to1100","1098","1100",80,NA,78,NA,-16.9886199664325,-149.567846953869,"End"
"Tiaraunu","1101to1102","1101","1102",520,169.705627484771,538.04,165.462986797652,-16.9892759341747,-149.567205905914,"Start"
"Tiaraunu","1101to1102","1101","1102",520,169.705627484771,538.04,165.462986797652,-16.9888809788972,-149.566369894892,"End"
"Tiaraunu","1102to1103","1102","1103",320,56.5685424949238,312,55.1543289325507,-16.9888809788972,-149.566369894892,"Start"
"Tiaraunu","1102to1103","1102","1103",320,56.5685424949238,312,55.1543289325507,-16.9879829417914,-149.566309880465,"End"
"Tiaraunu","1103to1104","1103","1104",60,28.2842712474619,58.5,27.5771644662754,-16.9879829417914,-149.566309880465,"Start"
"Tiaraunu","1103to1104","1103","1104",60,28.2842712474619,58.5,27.5771644662754,-16.9870909396559,-149.566202927381,"End"
"Tiaraunu","1109to1110","1109","1110",360,282.842712474619,374.28,264.797347418738,-16.9853159878403,-149.566433932632,"Start"
"Tiaraunu","1109to1110","1109","1110",360,282.842712474619,374.28,264.797347418738,-16.9847109820694,-149.567007925361,"End"
"Tiaraunu","1110to1114","1110","1114",780,28.2842712474619,760.5,27.5771644662754,-16.9847109820694,-149.567007925361,"Start"
"Tiaraunu","1110to1114","1110","1114",780,28.2842712474619,760.5,27.5771644662754,-16.9843489676714,-149.56670592539,"End"
"Tiaraunu","1114to1116","1114","1116",2140,28.2842712474619,2120.4,37.1655324191649,-16.9843489676714,-149.56670592539,"Start"
"Tiaraunu","1114to1116","1114","1116",2140,28.2842712474619,2120.4,37.1655324191649,-16.9842179585248,-149.567647883669,"End"
"Tiaraunu","1116to1117","1116","1117",840,56.5685424949238,856.82,42.7941023974098,-16.9842179585248,-149.567647883669,"Start"
"Tiaraunu","1116to1117","1116","1117",840,56.5685424949238,856.82,42.7941023974098,-16.9841779768467,-149.568581879139,"End"
"Tiaraunu","1117to1118","1117","1118",320,113.137084989848,343.04,110.308657865101,-16.9841779768467,-149.568581879139,"Start"
"Tiaraunu","1117to1118","1117","1118",320,113.137084989848,343.04,110.308657865101,-16.9841009471565,-149.569519897923,"End"
"Tiaraunu","1118to1119","1118","1119",420,84.8528137423857,456.06,60.7828989107956,-16.9841009471565,-149.569519897923,"Start"
"Tiaraunu","1118to1119","1118","1119",420,84.8528137423857,456.06,60.7828989107956,-16.9840849377215,-149.57046194002,"End"
"Tiaraunu","1119to1120","1119","1120",340,141.42135623731,378.06,115.937227843346,-16.9840849377215,-149.57046194002,"Start"
"Tiaraunu","1119to1120","1119","1120",340,141.42135623731,378.06,115.937227843346,-16.9840989354998,-149.571397947147,"End"
"Tiaraunu","1120to1121","1120","1121",400,169.705627484771,428.8,198.385878529698,-16.9840989354998,-149.571397947147,"Start"
"Tiaraunu","1120to1121","1120","1121",400,169.705627484771,428.8,198.385878529698,-16.9841400068253,-149.572331942618,"End"
"Tiaraunu","1121to1122","1121","1122",520,113.137084989848,545.8,77.3857661330557,-16.9841400068253,-149.572331942618,"Start"
"Tiaraunu","1121to1122","1121","1122",520,113.137084989848,545.8,77.3857661330557,-16.9842239934951,-149.573256885633,"End"
"Tiaraunu","1122to1123","1122","1123",480,282.842712474619,506.8,264.797347418738,-16.9842239934951,-149.573256885633,"Start"
"Tiaraunu","1122to1123","1122","1123",480,282.842712474619,506.8,264.797347418738,-16.9843719340861,-149.574193898588,"End"
"Tiaraunu","1123to1124","1123","1124",460,28.2842712474619,471.78,16.6028672222601,-16.9843719340861,-149.574193898588,"Start"
"Tiaraunu","1123to1124","1123","1124",460,28.2842712474619,471.78,16.6028672222601,-16.9844209682196,-149.575127894059,"End"
"Tiaraunu","1124to1125","1124","1125",400,56.5685424949238,428.8,44.1800316885355,-16.9844209682196,-149.575127894059,"Start"
"Tiaraunu","1124to1125","1124","1125",400,56.5685424949238,428.8,44.1800316885355,-16.9845259934664,-149.576058955863,"End"
"Tiaraunu","1125to1032","1125","1032",140,141.42135623731,136.5,137.885822331377,-16.9845259934664,-149.576058955863,"Start"
"Tiaraunu","1125to1032","1125","1032",140,141.42135623731,136.5,137.885822331377,-16.9846759457141,-149.576790947467,"End"
